Gene,Non-unique Gene name,Annotation,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
srfJ,srfJ,lysosomal glucosyl ceramidase-like type III secretion effector SrfJ,ONMMKP_02359,,PKJKAM_02293,ODDLKH_00297,,AJBGEP_04625,,,BEJGEH_04494
iolT1,iolT1,myo-inositol import MFS transporter IolT1,ONMMKP_02366,,PKJKAM_02301,ODDLKH_00290,,AJBGEP_04617,,,BEJGEH_04487
iolT2,iolT2,myo-inositol import MFS transporter IolT2,ONMMKP_02365,,PKJKAM_02299,ODDLKH_00291,,AJBGEP_04619,,,BEJGEH_04488
iolA,iolA,malonate-semialdehyde dehydrogenase IolA,ONMMKP_02363,,PKJKAM_02297,ODDLKH_00293,,AJBGEP_04621,,,BEJGEH_04490
group_364,,TROVE domain-containing protein,,IKCLMC_02888,,ODDLKH_03961,,AJBGEP_03699,HFCAGB_03754,,BEJGEH_03550
rtcR,rtcR,Transcriptional regulatory protein RtcR,,IKCLMC_02887,,ODDLKH_03962,,AJBGEP_03700,HFCAGB_03755,,BEJGEH_03551
group_203,,5-dehydro-2-deoxygluconokinase,ONMMKP_02356,,PKJKAM_02290,ODDLKH_00300,,AJBGEP_04628,,,BEJGEH_04497
group_200,,3D-(35/4)-trihydroxycyclohexane-12-dione hydrolase,ONMMKP_02355,,PKJKAM_02289,ODDLKH_00301,,AJBGEP_04629,,,BEJGEH_04498
pflD,pflD,putative dehydratase PflD,,IKCLMC_00786,PKJKAM_01386,ODDLKH_04564,,AJBGEP_04314,HFCAGB_04363,,
group_78,,Phosphoenolpyruvate-protein phosphotransferase,,IKCLMC_00783,PKJKAM_01389,ODDLKH_04561,,AJBGEP_04311,HFCAGB_04360,,
steB,steB,fimbrial biogenesis outer membrane usher protein SteB,ONMMKP_03905,,PKJKAM_02439,,,,HFCAGB_03161,GEGEGB_02995,BEJGEH_02948
group_4774,,hypothetical protein,,IKCLMC_02374,PKJKAM_03167,,LNHIMF_00591,,HFCAGB_00614,,
group_4762,,Late control protein D,ONMMKP_04182,,,,,,HFCAGB_02923,GEGEGB_04533,BEJGEH_02710
group_4756,,hypothetical protein,ONMMKP_04148,,,,,,HFCAGB_02953,GEGEGB_04563,BEJGEH_02740
group_4755,,putative replication endonuclease from retron Ec67;Bacteriophage replication gene A protein (GPA),ONMMKP_04147,,,,,,HFCAGB_02954,GEGEGB_04564,BEJGEH_02741
group_4751,,Regulatory protein N;putative regulatory protein N,ONMMKP_00780,IKCLMC_02359,PKJKAM_03182,,,,HFCAGB_00602,,
group_4750,,phage tail protein,ONMMKP_04181,,,,,,HFCAGB_02924,GEGEGB_04534,BEJGEH_02711
rhuM,;rhuM,2-hydroxyacid dehydrogenase;cytoplasmic virulence protein RhuM,,,,ODDLKH_04201,,AJBGEP_03941,HFCAGB_04000,GEGEGB_03971,
group_4737,,Site-specific DNA-methyltransferase (adenine-specific),ONMMKP_04146,,,,,,HFCAGB_02955,GEGEGB_04565,BEJGEH_02742
group_4732,,hypothetical protein,ONMMKP_00495,IKCLMC_04639,,ODDLKH_02035,,AJBGEP_01637,,,
group_4729,,Phage baseplate assembly protein V,ONMMKP_04167,,,,,,HFCAGB_02934,GEGEGB_04545,BEJGEH_02721
group_4721,,IraD/Gp25-like domain-containing protein,ONMMKP_04168,,,,,,HFCAGB_02933,GEGEGB_04544,BEJGEH_02720
group_4720,,Phage tail protein I,ONMMKP_04170,,,,,,HFCAGB_02931,GEGEGB_04542,BEJGEH_02718
group_4695,,hypothetical protein,,1_refound_22_pseudo,PKJKAM_02776,,,,HFCAGB_02779,,8_refound_101_pseudo
group_4688,,Protein ORFc in retron Ec67;Prophage protein,ONMMKP_04143,,,,,,HFCAGB_02958,GEGEGB_04569,BEJGEH_02745
group_4675,,Baseplate protein J,ONMMKP_04169,,,,,,HFCAGB_02932,GEGEGB_04543,BEJGEH_02719
group_4646,,Lipoprotein,ONMMKP_04698,IKCLMC_01884,,,,,,GEGEGB_00776,BEJGEH_02158
group_4615,,Inner membrane protein,,,,ODDLKH_04384,,AJBGEP_04134,,GEGEGB_03532,BEJGEH_03986
intD,intD,Prophage integrase IntD,,IKCLMC_02341,PKJKAM_03199,,LNHIMF_00562,,HFCAGB_00582,,
group_4605,,hypothetical protein,ONMMKP_02587,,,ODDLKH_00056,,AJBGEP_04396,,,BEJGEH_04251
group_4591,,Integrase DNA-binding domain-containing protein;hypothetical protein,ONMMKP_01834,,PKJKAM_03436,,,,HFCAGB_00342,,BEJGEH_00333
group_4565,,Lysis protein,,IKCLMC_00315,PKJKAM_00270,ODDLKH_01678,,AJBGEP_02791,,,
group_4563,,Gifsy-1 prophage protein,,IKCLMC_00241,PKJKAM_00259,ODDLKH_01688,,AJBGEP_02780,,,
group_4546,,DUF2732 domain-containing protein,ONMMKP_04144,,,,,,HFCAGB_02957,GEGEGB_04568,BEJGEH_02744
group_4542,,Regulatory protein CII;hypothetical protein,ONMMKP_04141,,,,,,HFCAGB_02960,GEGEGB_04571,BEJGEH_02747
group_4512,,hypothetical protein;Ead/Ea22-like family protein,,,,,LNHIMF_02187,AJBGEP_01012,HFCAGB_01062,GEGEGB_02016,
group_4494,,Phosphotriesterase,,IKCLMC_02077,PKJKAM_03469,ODDLKH_00780,,AJBGEP_00311,,,
group_4480,,Phage tail assembly protein,ONMMKP_04179,,,,,,HFCAGB_02926,GEGEGB_04536,BEJGEH_02713
group_4387,,AcrB/AcrD/AcrF family protein;Cation transporter,ONMMKP_01586,1_refound_20_pseudo,2_refound_29_pseudo,,,,,,BEJGEH_00576
group_4339,,hypothetical protein,,,,,,AJBGEP_03723,HFCAGB_03778,GEGEGB_04193,BEJGEH_03575
group_4312,,hypothetical protein;Viral protein,,,PKJKAM_02056,ODDLKH_00542,LNHIMF_00067,AJBGEP_00067,,,
group_4279,,Secreted protein,ONMMKP_04693,IKCLMC_01879,,,,,,GEGEGB_00767,BEJGEH_02168
group_4232,,Tetratricopeptide repeat protein,ONMMKP_04699,IKCLMC_01885,,,,,,GEGEGB_00777,BEJGEH_02157
group_4222,,Inner membrane protein,,,,ODDLKH_04383,,AJBGEP_04133,,GEGEGB_03533,BEJGEH_03985
group_4192,,hypothetical protein;DUF1641 domain-containing protein,,,PKJKAM_04643,ODDLKH_02037,,AJBGEP_01639,HFCAGB_01729,,
group_4191,,Phage terminase large subunit GpA ATPase domain-containing protein,ONMMKP_00167,1_refound_18,2_refound_28,,LNHIMF_01936,,,,
group_4188,,Phage tail protein,ONMMKP_00166,IKCLMC_04310,PKJKAM_04312,,LNHIMF_01937,,,,
group_4175,,Cytoplasmic protein,,,,ODDLKH_04198,,AJBGEP_03938,HFCAGB_03995,GEGEGB_03975,
group_4165,,hypothetical protein;Putative cytoplasmic protein,,IKCLMC_04275,,ODDLKH_02386,,AJBGEP_01993;AJBGEP_01992,,,BEJGEH_01169
group_4164,,Mutator family transposase,ONMMKP_02464,IKCLMC_01153,PKJKAM_01217,,,,,,BEJGEH_04376
group_4163,,hypothetical protein;DUF1202 domain-containing protein,ONMMKP_02466,IKCLMC_01151;IKCLMC_01150,PKJKAM_01219,,,,,,BEJGEH_04374
group_4155,,LD-TPase catalytic domain-containing protein,,,,ODDLKH_03707,,AJBGEP_03442,HFCAGB_03498,,BEJGEH_03294
group_4153,,Secreted protein,ONMMKP_04694,IKCLMC_01880,,,,,,GEGEGB_00768,BEJGEH_02167
group_4124,;tnp,hypothetical protein;IS3 family ISSen1 transposase ORF A,,IKCLMC_00059_pseudo,PKJKAM_00171,,LNHIMF_03237,,,,BEJGEH_03213
group_4121,,P21 prophage-derived head-stabilizing protein,,IKCLMC_01189,PKJKAM_00265,ODDLKH_01682,,AJBGEP_02787,,,
group_4120,,hypothetical protein;DNA packaging protein,,IKCLMC_00240,PKJKAM_00260,ODDLKH_01687,,AJBGEP_02782;AJBGEP_02781,,,
group_4112,gtgA,type III secretion system effector protease GtgA;Type III secretion system effector protease GtgA,,IKCLMC_00224,PKJKAM_00273,,,AJBGEP_01023,HFCAGB_01369,,
group_4040,,Cytoplasmic protein,,,,ODDLKH_04385,,AJBGEP_04135,,GEGEGB_03531,BEJGEH_03987
group_4010,,Cytoplasmic protein;hypothetical protein,0_refound_7_pseudo,,,,LNHIMF_03387,,,GEGEGB_03428,BEJGEH_03365
panS,;panS,Sodium-dependent transporter;ketopantoate/pantoate/pantothenate transporter PanS,ONMMKP_02590,,,ODDLKH_00053,,AJBGEP_04394,,,BEJGEH_04249
group_3949,,hypothetical protein,ONMMKP_02667,,,,LNHIMF_04154,,,GEGEGB_03691,BEJGEH_04167
group_3912,,hypothetical protein,ONMMKP_02465,IKCLMC_01152,PKJKAM_01218,,,,,,BEJGEH_04375
group_3863,,Cytoplasmic protein,,,,ODDLKH_03708,,AJBGEP_03443,HFCAGB_03499,,BEJGEH_03295
sseK2,sseK2,type III secretion system effector arginine glycosyltransferase SseK2,,IKCLMC_01876,PKJKAM_04006,ODDLKH_02634,,AJBGEP_02300,,,
group_3819,,hypothetical protein,,IKCLMC_04100,,ODDLKH_03202,,AJBGEP_02939,HFCAGB_02986,,
yjeO,yjeO,Inner membrane protein YjeO,,IKCLMC_01179,,,,AJBGEP_04544,HFCAGB_04572,,BEJGEH_04413
yjeN,yjeN,Uncharacterized protein YjeN,ONMMKP_02439,,PKJKAM_01192,ODDLKH_00217,,,,GEGEGB_04632,
group_3704,ninG,Protein NinG,,,,ODDLKH_01670,,AJBGEP_01017,HFCAGB_01069,GEGEGB_02007,
group_3703,,PPC domain-containing protein,,IKCLMC_00316,PKJKAM_00268,ODDLKH_01679,,AJBGEP_02790,,,
group_3701,,Phage DNA packaging protein Nu1,,IKCLMC_01187,PKJKAM_00267,ODDLKH_01680,,AJBGEP_02789,,,
group_3699,,Terminase large subunit,,IKCLMC_01188,PKJKAM_00266,ODDLKH_01681,,AJBGEP_02788,,,
group_3696,,Phage portal protein,,IKCLMC_01190,PKJKAM_00264,ODDLKH_01683,,AJBGEP_02786,,,
group_3694,,Serine peptidase,,IKCLMC_01191,PKJKAM_00263,ODDLKH_01684,,AJBGEP_02785,,,
group_3692,,Head decoration protein,,IKCLMC_01192,PKJKAM_00262,ODDLKH_01685,,AJBGEP_02784,,,
group_3690,,Major capsid protein,,IKCLMC_01193,PKJKAM_00261,ODDLKH_01686,,AJBGEP_02783,,,
group_3537,,Bacteriophage protein,,,PKJKAM_00276,ODDLKH_01672,,AJBGEP_01020,,GEGEGB_02005,
group_3523,,Holin,,,PKJKAM_00274,ODDLKH_01674,,AJBGEP_01022,HFCAGB_01368,,
group_3517,,hypothetical protein,,1_refound_14,,ODDLKH_03818,,AJBGEP_03555,HFCAGB_03610,,
group_3499,,hypothetical protein,,,2_refound_25,ODDLKH_02353,LNHIMF_01934,AJBGEP_01959,,,
group_3341,,hypothetical protein,ONMMKP_02467,IKCLMC_01149,PKJKAM_01220,,,,,,8_refound_92
group_3257,,Zinc finger DksA/TraR C4-type domain-containing protein,ONMMKP_04145,,,,,,HFCAGB_02956,GEGEGB_04567,BEJGEH_02743
group_3212,,Rha family transcriptional regulator,ONMMKP_04140,,,,,,HFCAGB_02961,GEGEGB_04572,BEJGEH_02748
group_2986,,Inner membrane protein,ONMMKP_02828,IKCLMC_00512,PKJKAM_01548,,,,HFCAGB_04193,,
yigF,yigF,inner membrane protein YigF,,,,ODDLKH_04397,,AJBGEP_04147,,GEGEGB_03520,BEJGEH_03999
yigG,yigG,Inner membrane protein YigG,,,,ODDLKH_04398,,AJBGEP_04148,,GEGEGB_03519,BEJGEH_04000
group_2403,,Inner membrane protein,ONMMKP_02829,IKCLMC_00513,PKJKAM_01549,,,,HFCAGB_04192,,
group_2285,,Phage major tail tube protein,ONMMKP_04178,,,,,,HFCAGB_02927,GEGEGB_04537,BEJGEH_02714
group_1959,,hypothetical protein,ONMMKP_04139,,,,,,HFCAGB_02962,GEGEGB_04573,BEJGEH_02749
group_1570,,PTS fructose transporter subunit IIA,,IKCLMC_03615,PKJKAM_01790,ODDLKH_03686,,,,GEGEGB_03338,
group_1412,,putative membrane transporter protein,ONMMKP_02764,IKCLMC_00688,PKJKAM_01484,,,,,,BEJGEH_04069
group_1381,,Aldose-1-epimerase,ONMMKP_02763,IKCLMC_00689,PKJKAM_01483,,,,,,BEJGEH_04070
group_1356,,CDP-abequose synthase,,,,ODDLKH_02583,LNHIMF_02231,AJBGEP_02250,,,BEJGEH_02109
group_1339,,Putative O-antigen transporter,,,,ODDLKH_02582,LNHIMF_02230,AJBGEP_02249,,,BEJGEH_02108
group_1284,lysR,LysR family transcriptional regulator,ONMMKP_02034,,,,,,HFCAGB_00144,GEGEGB_00152,BEJGEH_00149
group_1123,,Oxidoreductase protein,ONMMKP_02035,,,,,,HFCAGB_00143,GEGEGB_00151,BEJGEH_00148
rfbV,rfbV,abequosyltransferase RfbV,,,,ODDLKH_02581,LNHIMF_02229,AJBGEP_02248,,,BEJGEH_02107
group_1055,,Integrase,ONMMKP_04138,,,,,,HFCAGB_02963,GEGEGB_04574,BEJGEH_02750
group_811,,Gp21,ONMMKP_04177,,,,,,HFCAGB_02928,GEGEGB_04538,BEJGEH_02715
rfc,rfc,O-antigen polymerase Rfc,,,,ODDLKH_01806,,AJBGEP_01409,HFCAGB_01951,GEGEGB_01280,
group_4785,,RHS repeat protein;hypothetical protein,,,PKJKAM_03473,,,,HFCAGB_00309,GEGEGB_02697,
group_4784,,ASCH domain-containing protein,ONMMKP_00796,,PKJKAM_03197,,,,HFCAGB_00585,,
group_4780,,hypothetical protein,,IKCLMC_02375,PKJKAM_03166,,LNHIMF_00592,,,,
group_4776,,Insertion element IS3 family protein;Integrase catalytic domain-containing protein,,IKCLMC_04283,PKJKAM_00016,,,,,,BEJGEH_01963
group_4773,ninB,Protein ninB,ONMMKP_00771,,,,LNHIMF_00588,,HFCAGB_00610,,
group_4772,,Lipocalin-like domain-containing protein,,IKCLMC_00310,,,LNHIMF_04283,AJBGEP_02796,,,
group_4766,dinI,DinI family protein;Damage-inducible protein DinI,ONMMKP_04149,,,,,,,GEGEGB_04562,BEJGEH_02739
group_4764,,hypothetical protein;Restriction inhibitor protein ral,ONMMKP_00782,,PKJKAM_03183,,,,HFCAGB_00601,,
group_4746,,hypothetical protein;Dehydrogenase,ONMMKP_00494,,,,LNHIMF_01611,,,,BEJGEH_01525
group_4733,,hypothetical protein,,IKCLMC_04638,,,LNHIMF_01609,,,,BEJGEH_01528
group_4725,yajD,Putative HNH nuclease YajD,,,,,LNHIMF_02174,AJBGEP_02126,HFCAGB_02196,,
group_4723,,Phage tail protein,ONMMKP_04120,,PKJKAM_01859,,,,,,BEJGEH_02666
sugR,;sugR,hypothetical protein;AAA family ATPase;AAA family ATPase SugR,,,,ODDLKH_04199,,AJBGEP_03939,HFCAGB_03996;HFCAGB_03997;HFCAGB_03998,,
group_4722,,DUF1367 domain-containing protein,,IKCLMC_00930,,,,AJBGEP_01264,HFCAGB_01363,,
group_4717,,Presumed portal vertex protein,ONMMKP_04153,,,,,,,GEGEGB_04558,BEJGEH_02735
group_4711,,DNA breaking-rejoining protein,ONMMKP_01133,,,ODDLKH_01652,,AJBGEP_01004,,,
group_4702,,Type I-E CRISPR-associated protein Cse1/CasA,,,PKJKAM_02452,,LNHIMF_02973,,,GEGEGB_02980,
group_4694,,Tail fiber assembly protein,,,,,LNHIMF_02150,AJBGEP_02101,HFCAGB_02171,,
group_4690,,Terminase,,,,,LNHIMF_02173,AJBGEP_02125,HFCAGB_02195,,
group_4684,,Phage protein,ONMMKP_04125,,PKJKAM_01864,,,,,,BEJGEH_02661
group_4683,,Tail tube protein,ONMMKP_04121,,PKJKAM_01860,,,,,,BEJGEH_02665
group_4681,,Phage virion morphogenesis (Putative tail completion) protein,ONMMKP_04165,,,,,,,GEGEGB_04546,BEJGEH_02723
group_4673,,DUF4376 domain-containing protein,ONMMKP_02586,,,,,AJBGEP_04397,,,BEJGEH_04252
group_4668,,CRISPR-associated protein Cse2,,,PKJKAM_02453,,LNHIMF_02972,,,GEGEGB_02979,
group_4660,,Terminase ATPase subunit,ONMMKP_04154,,,,,,,GEGEGB_04557,BEJGEH_02734
group_4643,,Adhesion protein,,,,,,AJBGEP_03189,HFCAGB_03244,GEGEGB_03086,
hsdM,;hsdM,hypothetical protein;site-specific DNA-methyltransferase (adenine-specific);type I restriction-modification system methyltransferase,,,,ODDLKH_00400,,AJBGEP_04728,,GEGEGB_04820;GEGEGB_04821,
faeH,faeH,F4 (K88) fimbria minor subunit FaeH,,,,ODDLKH_00185,LNHIMF_04403,,HFCAGB_04866,,
group_4632,,hypothetical protein,,,PKJKAM_03466,,,,HFCAGB_00313,,BEJGEH_00301
group_4604,,CRISPR-associated endonuclease/helicase Cas3;hypothetical protein,,,PKJKAM_02451,,LNHIMF_02974,,,GEGEGB_02982,
group_4600,,hypothetical protein,,,PKJKAM_02350,,LNHIMF_03072,,,,BEJGEH_03042
group_4590,,DUF4056 domain-containing protein,,,,,LNHIMF_03872,,,GEGEGB_03889,BEJGEH_03875
group_4578,,Phage tail fiber protein;Phage Host Specificity Protein;Host specificity protein J;Phage tail protein,,IKCLMC_00570_pseudo,,,,AJBGEP_01046,HFCAGB_01393;HFCAGB_01392;HFCAGB_01394,,
group_4574,,Phage tail tape measure protein domain-containing protein,,,,,LNHIMF_02158,AJBGEP_02110,HFCAGB_02179,,
group_4573,,Prophage long tail fiber protein;Phage tail protein,,,,,LNHIMF_02151,AJBGEP_02102,HFCAGB_02172,,
group_4564,,Lysis protein,ONMMKP_01111,IKCLMC_00947,,,,AJBGEP_01279,,,
group_4552,,Phage terminase large subunit,,,,,LNHIMF_02172,AJBGEP_02124,HFCAGB_02194,,
group_4528,,Uncharacterized protein,,IKCLMC_02365,,,LNHIMF_00583,,HFCAGB_00607,,
group_4520,,Endolysin,,IKCLMC_02379,PKJKAM_03163,,,,HFCAGB_00618,,
group_4519,,Phage tail tape measure protein;Phage tail protein,ONMMKP_04126,,PKJKAM_01865,,,,,,BEJGEH_02660
group_4514,,Phage protein,ONMMKP_04124,,PKJKAM_01863,,,,,,BEJGEH_02662
group_4513,,Holin,ONMMKP_04122,,PKJKAM_01861,,,,,,BEJGEH_02664
group_4507,lysB,LysB family transcriptional regulator,ONMMKP_04163,,,,,,,GEGEGB_04548,BEJGEH_02725
group_4500,,Phage tail protein;hypothetical protein,ONMMKP_04164,,,,,,,GEGEGB_04547,BEJGEH_02724
group_4455,,Transposase,,,,,LNHIMF_04563,AJBGEP_04702,,,BEJGEH_04605
group_4443,,Phage major capsid protein P2 family,ONMMKP_04156,,,,,,,GEGEGB_04555,BEJGEH_02732
group_4439,,isocitrate dehydrogenase (NADP(+)),,IKCLMC_00981,,ODDLKH_01709,,AJBGEP_01312,,,
group_4438,sspH1,type III secretion system effector E3 ubiquitin transferase SspH1,,IKCLMC_00979,,ODDLKH_01707,,AJBGEP_01310,,,
group_4417,,Type I-E CRISPR-associated protein Cas7/Cse4/CasC,,,PKJKAM_02454,,LNHIMF_02971,,,GEGEGB_02978,
group_4397,,Integrase (Bacteriophage integrase),,,,,,,HFCAGB_02231,GEGEGB_00936,BEJGEH_01971
group_4391,,Exonuclease VIII;hypothetical protein,,IKCLMC_00916,,,,AJBGEP_01248,HFCAGB_01348,,
group_4366,,DUF4765 domain-containing protein,,,,,LNHIMF_01713,,,GEGEGB_01643,BEJGEH_01416
group_4356,,Transposase IS66 C-terminal domain-containing protein,,IKCLMC_00576,,,,AJBGEP_01052,HFCAGB_01100,,
group_4343,,Bacterial surface antigen (D15) domain-containing protein,,,,,LNHIMF_03873,,,GEGEGB_03888,BEJGEH_03876
group_4332,,Presumed capsid scaffolding protein (GpO),ONMMKP_04155,,,,,,,GEGEGB_04556,BEJGEH_02733
group_4323,,Inner membrane protein,,IKCLMC_04403,,,,,HFCAGB_01491,,BEJGEH_01282
group_4288,,hypothetical protein,ONMMKP_00847,,,,LNHIMF_01330,,,GEGEGB_01227,
group_4207,,hypothetical protein,,IKCLMC_04322,PKJKAM_04325,,,,,,BEJGEH_01199
group_4206,,Phage protein,ONMMKP_00794,,,,LNHIMF_04264,,HFCAGB_00587,,
group_4202,,Fimbrial protein,,,,ODDLKH_00186,LNHIMF_04404,,HFCAGB_04865,,
group_4196,,Integrase catalytic domain-containing protein;Integrase-like protein,,IKCLMC_00978,,ODDLKH_01706,,AJBGEP_01309,,,
group_4193,,IstB-like ATP-binding domain-containing protein,ONMMKP_01860,,,,LNHIMF_00323,,,GEGEGB_02683,
group_4190,,hypothetical protein;fimbrial protein,,IKCLMC_04316,PKJKAM_04320,,LNHIMF_01928,,,,
group_4185,;tnp,hypothetical protein;IS3 family ISSen1 transposase ORF A,ONMMKP_02684,IKCLMC_04285,,,,,,,BEJGEH_01961
group_4178,,hypothetical protein,,,PKJKAM_03465,,,,HFCAGB_00314,,BEJGEH_00302
group_4132,,Phage tail protein,,,,,LNHIMF_02156,AJBGEP_02108,HFCAGB_02177,,
group_4131,,Phage FluMu protein gp47;Baseplate protein J-like domain-containing protein,,,,,LNHIMF_02153,AJBGEP_02105;AJBGEP_02104,HFCAGB_02174,,
group_4123,,hypothetical protein;Enterohemolysin,,IKCLMC_00113,,,LNHIMF_02198,AJBGEP_02823,,,
group_4119,,hypothetical protein;DNA packaging protein,ONMMKP_01102,IKCLMC_00326,,,,AJBGEP_01289;AJBGEP_01288,,,
group_4109,,Inner membrane protein,,,,ODDLKH_00396,,AJBGEP_04724,,GEGEGB_04816,
group_4093,,hypothetical protein;Crp/Fnr family transcriptional regulator,,,,,LNHIMF_03952,,,GEGEGB_03565;GEGEGB_03566,BEJGEH_03953
group_4091,,Exodeoxyribonuclease;Exodeoxyribonuclease VIII,,IKCLMC_00284,,,LNHIMF_02197,AJBGEP_02822,,,
group_4085,,Putative antitoxin of gyrase inhibiting toxin-antitoxin system,,,,,LNHIMF_04554,,HFCAGB_04698,,BEJGEH_04568
group_4058,,Rhs2 protein;hypothetical protein,,IKCLMC_02075,PKJKAM_03471,,,AJBGEP_00308,,,
group_4031,,Secreted protein,,IKCLMC_02045,,,LNHIMF_00286,,,GEGEGB_02721,
group_4000,,Cytoplasmic protein,,,PKJKAM_02488,,,,HFCAGB_03111,,BEJGEH_02896
safA,safA,Saf fimbria major subunit SafA,,,PKJKAM_03460,ODDLKH_00787,,AJBGEP_00318,,,
group_3973,,hypothetical protein,,,,ODDLKH_00187,LNHIMF_04405,,HFCAGB_04863,,
group_3957,,Prophage protein,,,,,LNHIMF_04269,AJBGEP_02147,HFCAGB_02219,,
group_3952,,hypothetical protein,,,,ODDLKH_00190,LNHIMF_04408,,HFCAGB_04860,,
group_3945,,Bacterial Ig-like domain-containing protein,,,,ODDLKH_00173,,AJBGEP_04512,HFCAGB_04543,,
casE,casE,CRISPR system Cascade subunit CasE,,,PKJKAM_02456,,LNHIMF_02969,,,GEGEGB_02976,
group_3910,,Addiction module antitoxin RelB/DinJ family,,,,ODDLKH_03954,,AJBGEP_03692,HFCAGB_03746,,
group_3874,,hypothetical protein;Phage prohead protease HK97 family,,,,,LNHIMF_02169,AJBGEP_02121,HFCAGB_02191;HFCAGB_02190,,
group_3853,,Secreted protein,,,,,LNHIMF_03594,,,GEGEGB_04179,BEJGEH_03589
group_3785,,Phage tail assembly protein;Phage protein,,,,,LNHIMF_02159,AJBGEP_02111,HFCAGB_02180,,
group_3784,,hypothetical protein,,,,ODDLKH_01807,,AJBGEP_01410,,GEGEGB_01281,
group_3781,,diguanylate cyclase,,IKCLMC_00217,,,,,HFCAGB_01360,GEGEGB_01072,
pnuC,pnuC,Nicotinamide riboside transporter PnuC,,,,,LNHIMF_03954,,,GEGEGB_03563,BEJGEH_03955
group_3780,,Ybl159,,,,ODDLKH_04191,,AJBGEP_03931,,,BEJGEH_03784
group_3767,,Fimbrial protein;hypothetical protein,ONMMKP_01858,,,,LNHIMF_00326,,,GEGEGB_02681,
yafQ,yafQ,mRNA interferase toxin YafQ,,,,ODDLKH_03953,,AJBGEP_03691,HFCAGB_03745,,
group_3747,,Tail sheath protein,,,,,LNHIMF_02161,AJBGEP_02113,HFCAGB_02182,,
group_3746,,Phage tail tube protein,,,,,LNHIMF_02160,AJBGEP_02112,HFCAGB_02181,,
group_3745,,DNA circularization N-terminal domain-containing protein,,,,,LNHIMF_02157,AJBGEP_02109,HFCAGB_02178,,
group_3744,,Phage baseplate assembly protein V,,,,,LNHIMF_02155,AJBGEP_02107,HFCAGB_02176,,
group_3743,,Tail protein,,,,,LNHIMF_02154,AJBGEP_02106,HFCAGB_02175,,
group_3742,,Tail protein,,,,,LNHIMF_02152,AJBGEP_02103,HFCAGB_02173,,
group_3712,,hypothetical protein,,IKCLMC_00114,,,LNHIMF_02199,AJBGEP_02824,,,
group_3702,,PPC domain-containing protein,ONMMKP_01110,IKCLMC_00232,,,,AJBGEP_01280,,,
group_3700,,Phage DNA packaging protein Nu1,ONMMKP_01109,IKCLMC_00233,,,,AJBGEP_01281,,,
group_3698,,Terminase large subunit,ONMMKP_01108,IKCLMC_00234,,,,AJBGEP_01282,,,
group_3697,,P21 prophage-derived head-stabilizing protein,ONMMKP_01107,IKCLMC_00235,,,,AJBGEP_01283,,,
group_3695,,Phage portal protein,ONMMKP_01106,IKCLMC_00236,,,,AJBGEP_01284,,,
group_3693,,Serine peptidase,ONMMKP_01105,IKCLMC_00237,,,,AJBGEP_01285,,,
group_3691,,Head decoration protein,ONMMKP_01104,IKCLMC_00324,,,,AJBGEP_01286,,,
group_3689,,Major capsid protein,ONMMKP_01103,IKCLMC_00325,,,,AJBGEP_01287,,,
group_3688,,Gifsy-1 prophage protein,ONMMKP_01101,IKCLMC_00327,,,,AJBGEP_01290,,,
group_3687,,Tail completion protein,ONMMKP_01100,IKCLMC_00328,,,,AJBGEP_01291,,,
group_3685,tnpB,IS200/IS605 family element transposase accessory protein TnpB,ONMMKP_01099,IKCLMC_00329,,,,AJBGEP_01292,,,
group_3576,,hypothetical protein,,,,ODDLKH_01114,LNHIMF_00768,,,,BEJGEH_00634
group_3575,,hypothetical protein,,IKCLMC_02044,,,LNHIMF_00285,,,GEGEGB_02722,
group_3552,,hypothetical protein,ONMMKP_04625,,,,,,,GEGEGB_00697,BEJGEH_02234
group_3509,,hypothetical protein,,,2_refound_24,ODDLKH_02020,,AJBGEP_01622,,,
group_3496,,hypothetical protein,,IKCLMC_00975,,ODDLKH_01704,,5_refound_55,,,
group_3495,,DNA breaking-rejoining protein,,IKCLMC_00287,,,LNHIMF_02194,AJBGEP_02819,,,
group_3480,,hypothetical protein,,,,,LNHIMF_02162,AJBGEP_02114,HFCAGB_02183,,
group_3429,,hypothetical protein,,,,,LNHIMF_02171,AJBGEP_02123,HFCAGB_02193,,
group_3369,,hypothetical protein,,,,,LNHIMF_02167,AJBGEP_02119,HFCAGB_02188,,
group_3358,,Tail protein X,ONMMKP_04159,,,,,,,GEGEGB_04552,BEJGEH_02729
group_3325,,Plasmid-encoded fimbriae regulatory,,,,ODDLKH_00189,LNHIMF_04407,,HFCAGB_04861,,
group_3307,,Secretory protein,ONMMKP_04160,,,,,,,GEGEGB_04551,BEJGEH_02728
group_3227,,Excisionase,,IKCLMC_00911,,ODDLKH_01645,,AJBGEP_01243,,,
group_3050,,Transcriptional activator protein C1,,IKCLMC_02364,,,LNHIMF_00582,,HFCAGB_00606,,
group_3048,,Secreted protein,ONMMKP_02066,IKCLMC_03115,,,,,HFCAGB_00112,,
group_3027,,DNA breaking-rejoining protein,,IKCLMC_00286,,,LNHIMF_02195,AJBGEP_02820,,,
