Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
napC,napC,Cytochrome c-type protein NapC,9,9,1.0,1,3019,,,,603,603,603.0,ONMMKP_04580,IKCLMC_01768,PKJKAM_03031,ODDLKH_02754,LNHIMF_02384,AJBGEP_02420,HFCAGB_02512,GEGEGB_00654,BEJGEH_02276
group_2034,,putative protein adenylyltransferase Fic,9,9,1.0,1,3018,,,,603,603,603.0,ONMMKP_03361,IKCLMC_02941,PKJKAM_03905,ODDLKH_03907,LNHIMF_03515,AJBGEP_03643,HFCAGB_03698,GEGEGB_04256,BEJGEH_03493
group_2033,,HTH luxR-type domain-containing protein,9,9,1.0,1,3017,,,,603,603,603.0,ONMMKP_03232,IKCLMC_02802,PKJKAM_03774,ODDLKH_04046,LNHIMF_03641,AJBGEP_03785,HFCAGB_03841,GEGEGB_04125,BEJGEH_03637
group_2032,,Alkyl hydroperoxide reductase C,9,9,1.0,1,3016,,,,603,603,603.0,ONMMKP_01753,IKCLMC_02184,PKJKAM_03356,ODDLKH_00887,LNHIMF_00429,AJBGEP_00421,HFCAGB_00425,GEGEGB_02588,BEJGEH_00411
group_2030,,Adenylyl-sulfate kinase,9,9,1.0,1,3014,,,,606,606,606.0,ONMMKP_03929,IKCLMC_03952,PKJKAM_02462,ODDLKH_03351,LNHIMF_02963,AJBGEP_03089,HFCAGB_03137,GEGEGB_02970,BEJGEH_02925
group_2029,,Large ribosomal subunit protein uL4,9,9,1.0,1,3013,,,,606,606,606.0,ONMMKP_03392,IKCLMC_00142,PKJKAM_03936,ODDLKH_03876,LNHIMF_03484,AJBGEP_03612,HFCAGB_03668,GEGEGB_04289,BEJGEH_03462
recR,recR,Recombination protein RecR,9,9,1.0,1,3011,,,,606,606,606.0,ONMMKP_01668,IKCLMC_02270,PKJKAM_03270,ODDLKH_00972,LNHIMF_00511,AJBGEP_00506,HFCAGB_00511,GEGEGB_02497,BEJGEH_00498
group_2028,,Protein Sxy,9,9,1.0,1,3010,,,,606,606,606.0,ONMMKP_01065,IKCLMC_00594,PKJKAM_00692,ODDLKH_01474,LNHIMF_01103,AJBGEP_01070,HFCAGB_01119,GEGEGB_01952,BEJGEH_00976
azoR,azoR,FMN-dependent NADH-azoreductase,9,9,1.0,1,3008,,,,606,606,606.0,ONMMKP_00397,IKCLMC_04548,PKJKAM_04551,ODDLKH_02128,LNHIMF_01701,AJBGEP_01730,HFCAGB_01637,GEGEGB_01627,BEJGEH_01428
hycB,hycB,formate hydrogenlyase subunit HycB,9,9,1.0,1,2999,,,,609,609,609.0,ONMMKP_04013,IKCLMC_04034,PKJKAM_02546,ODDLKH_03269,LNHIMF_02884,AJBGEP_03007,HFCAGB_03056,GEGEGB_02893,BEJGEH_02838
lexA,lexA,LexA repressor,9,9,1.0,1,2998,,,,609,609,609.0,ONMMKP_02547,IKCLMC_01070,PKJKAM_01299,ODDLKH_00097,LNHIMF_04254,AJBGEP_04436,HFCAGB_04467,GEGEGB_04369,BEJGEH_04291
group_2019,,DUF1062 domain-containing protein,9,9,1.0,1,2997,,,,609,609,609.0,ONMMKP_02268,IKCLMC_03331,PKJKAM_02223,ODDLKH_00375,LNHIMF_04564,AJBGEP_04703,HFCAGB_04723,GEGEGB_04796,BEJGEH_04606
group_2018,,HyaD/HybD family hydrogenase maturation endopeptidase,9,9,1.0,1,2996,,,,609,609,609.0,ONMMKP_00513,IKCLMC_04656,PKJKAM_04662,ODDLKH_02016,LNHIMF_01588,AJBGEP_01618,HFCAGB_01739,GEGEGB_01531,BEJGEH_01548
group_2016,,Histidine biosynthesis bifunctional protein HisIE,9,9,1.0,1,2994,,,,612,612,612.0,ONMMKP_04750,IKCLMC_01948,PKJKAM_04091,ODDLKH_02572,LNHIMF_02216,AJBGEP_02239,HFCAGB_02338,GEGEGB_00840,BEJGEH_02098
group_2014,,Outer-membrane lipoprotein carrier protein,9,9,1.0,1,2992,,,,612,612,612.0,ONMMKP_01183,IKCLMC_01549,PKJKAM_00987,ODDLKH_01416,LNHIMF_01048,AJBGEP_00953,HFCAGB_01005,GEGEGB_02078,BEJGEH_00919
group_2013,,Endo-type membrane-bound lytic murein transglycosylase A,9,9,1.0,1,2991,,,,612,612,612.0,ONMMKP_00237,IKCLMC_04387,PKJKAM_04390,ODDLKH_02287,LNHIMF_01867,AJBGEP_01890,HFCAGB_01476,GEGEGB_01141,BEJGEH_01266
ygiM,ygiM,Uncharacterized protein YgiM,9,9,1.0,1,2986,,,,615,615,615.0,ONMMKP_03626,IKCLMC_03670,PKJKAM_01885,ODDLKH_03631,LNHIMF_03248,AJBGEP_03371,HFCAGB_03427,GEGEGB_03278,BEJGEH_03223
yigZ,yigZ,IMPACT family member YigZ,9,9,1.0,1,2984,,,,615,615,615.0,ONMMKP_02797,IKCLMC_00481,PKJKAM_01517,ODDLKH_04429,LNHIMF_04024,AJBGEP_04179,HFCAGB_04224,GEGEGB_03488,BEJGEH_04031
group_2007,,Putative peptide chain release factor-like protein,9,9,1.0,1,2983,,,,615,615,615.0,ONMMKP_01843,IKCLMC_02098,PKJKAM_03445,ODDLKH_00802,LNHIMF_00341,AJBGEP_00335,HFCAGB_00333,GEGEGB_02667,BEJGEH_00324
group_2006,,Cytochrome bo(3) ubiquinol oxidase subunit 3,9,9,1.0,1,2982,,,,615,615,615.0,ONMMKP_01713,IKCLMC_02224,PKJKAM_03316,ODDLKH_00927,LNHIMF_00465,AJBGEP_00461,HFCAGB_00465,GEGEGB_02545,BEJGEH_00449
dmsD,dmsD,Tat proofreading chaperone DmsD,9,9,1.0,1,2981,,,,615,615,615.0,ONMMKP_00555,IKCLMC_04698,PKJKAM_04706,ODDLKH_01972,LNHIMF_01545,AJBGEP_01574,HFCAGB_01783,GEGEGB_01488,BEJGEH_01591
group_2003,,Glycerol-3-phosphate acyltransferase,9,9,1.0,1,2978,,,,618,618,618.0,ONMMKP_03622,IKCLMC_03666,PKJKAM_01881,ODDLKH_03635,LNHIMF_03252,AJBGEP_03375,HFCAGB_03431,GEGEGB_03282,BEJGEH_03227
group_2002,,L(+)-tartrate dehydratase subunit beta,9,9,1.0,1,2977,,,,618,618,618.0,ONMMKP_03478,IKCLMC_03515,PKJKAM_01689,ODDLKH_03788,LNHIMF_03398,AJBGEP_03525,HFCAGB_03580,GEGEGB_03439,BEJGEH_03376
group_2001,,Glycine transporter domain-containing protein,9,9,1.0,1,2976,,,,618,618,618.0,ONMMKP_03091,IKCLMC_02663,PKJKAM_03635,ODDLKH_04184,LNHIMF_03782,AJBGEP_03924,HFCAGB_03981,GEGEGB_03989,BEJGEH_03777
group_2000,,Helix-turn-helix transcriptional regulator,9,9,1.0,1,2975,,,,618,618,618.0,ONMMKP_03077,IKCLMC_02649,PKJKAM_03621,ODDLKH_04203,LNHIMF_03796,AJBGEP_03943,HFCAGB_04002,GEGEGB_03968,BEJGEH_03802
group_1998,osmY,Osmotically inducible protein OsmY,9,9,1.0,1,2973,,,,618,618,618.0,ONMMKP_02217,IKCLMC_03268,PKJKAM_02163,ODDLKH_00436,LNHIMF_04617,AJBGEP_04764,HFCAGB_04790,GEGEGB_04851,BEJGEH_04653
group_1997,,Thymidine kinase,9,9,1.0,1,2971,,,,618,618,618.0,ONMMKP_00285,IKCLMC_04437,PKJKAM_04438,ODDLKH_02238,LNHIMF_01818,AJBGEP_01842,HFCAGB_01525,GEGEGB_01753,BEJGEH_01316
group_1995,,Ancillary SecYEG translocon subunit,9,9,1.0,1,2969,,,,621,621,621.0,ONMMKP_04310,IKCLMC_01283,PKJKAM_02762,ODDLKH_03023,LNHIMF_02652,AJBGEP_02692,HFCAGB_02795,GEGEGB_00365,BEJGEH_02548
yqiJ,yqiJ,Inner membrane protein YqiJ,9,9,1.0,1,2968,,,,621,621,621.0,ONMMKP_03632,IKCLMC_03676,PKJKAM_01891,ODDLKH_03625,LNHIMF_03242,AJBGEP_03365,HFCAGB_03421,GEGEGB_03272,BEJGEH_03217
group_1994,,Small ribosomal subunit protein uS4,9,9,1.0,1,2967,,,,621,621,621.0,ONMMKP_03415,IKCLMC_00165,PKJKAM_00119,ODDLKH_03853,LNHIMF_03461,AJBGEP_03589,HFCAGB_03645,GEGEGB_04312,BEJGEH_03439
group_1993,,Threonine efflux protein,9,9,1.0,1,2966,,,,621,621,621.0,ONMMKP_02823,IKCLMC_00507,PKJKAM_01543,ODDLKH_04403,LNHIMF_03998,AJBGEP_04153,HFCAGB_04198,GEGEGB_03514,BEJGEH_04005
group_1992,,Homoserine/homoserine lactone efflux protein,9,9,1.0,1,2965,,,,621,621,621.0,ONMMKP_02822,IKCLMC_00506,PKJKAM_01542,ODDLKH_04404,LNHIMF_03999,AJBGEP_04154,HFCAGB_04199,GEGEGB_03513,BEJGEH_04006
group_1991,,Superoxide dismutase [Mn],9,9,1.0,1,2964,,,,621,621,621.0,ONMMKP_02725,IKCLMC_00727,PKJKAM_01445,ODDLKH_04505,LNHIMF_04100,AJBGEP_04255,HFCAGB_04300,GEGEGB_03750,BEJGEH_04111
group_1990,,Dephospho-CoA kinase,9,9,1.0,1,2963,,,,621,621,621.0,ONMMKP_02031,IKCLMC_03082,PKJKAM_00795,ODDLKH_00621,LNHIMF_00146,AJBGEP_00148,HFCAGB_00147,GEGEGB_00155,BEJGEH_00152
ttrR,ttrR,two-component system response regulator TtrR,9,9,1.0,1,2962,,,,621,621,621.0,ONMMKP_00662,IKCLMC_04808,PKJKAM_00846,ODDLKH_01864,LNHIMF_01435,AJBGEP_01467,HFCAGB_01894,GEGEGB_01328,BEJGEH_01699
group_1989,,Ion-translocating oxidoreductase complex subunit G,9,9,1.0,1,2961,,,,621,621,621.0,ONMMKP_00592,IKCLMC_04738,PKJKAM_00199,ODDLKH_01935,LNHIMF_01505,AJBGEP_01537,HFCAGB_01822,GEGEGB_01397,BEJGEH_01630
group_1988,,Threonylcarbamoyl-AMP synthase,9,9,1.0,1,2960,,,,621,621,621.0,ONMMKP_00315,IKCLMC_04467,PKJKAM_04468,ODDLKH_02208,LNHIMF_01788,AJBGEP_01812,HFCAGB_01555,GEGEGB_01722,BEJGEH_01345
group_1984,,Guanylate kinase,9,9,1.0,1,2956,,,,624,624,624.0,ONMMKP_03089,IKCLMC_02661,PKJKAM_03633,ODDLKH_04186,LNHIMF_03784,AJBGEP_03926,HFCAGB_03983,GEGEGB_03986,BEJGEH_03779
group_1983,,Ribosomal RNA small subunit methyltransferase G,9,9,1.0,1,2955,,,,624,624,624.0,ONMMKP_02905,IKCLMC_02533,PKJKAM_01626,ODDLKH_04319,LNHIMF_03915,AJBGEP_04068,HFCAGB_04116,GEGEGB_03842,BEJGEH_03918
dsbA,dsbA,Thiol:disulfide interchange protein DsbA,9,9,1.0,1,2954,,,,624,624,624.0,ONMMKP_02784,IKCLMC_00663,PKJKAM_01504,ODDLKH_04442,LNHIMF_04037,AJBGEP_04192,HFCAGB_04237,GEGEGB_03816,BEJGEH_04044
yadS,yadS,UPF0126 inner membrane protein YadS,9,9,1.0,1,2952,,,,624,624,624.0,ONMMKP_01956,IKCLMC_03013,PKJKAM_00719,ODDLKH_00689,LNHIMF_00212,AJBGEP_00217,HFCAGB_00216,GEGEGB_00218,BEJGEH_00227
group_1981,,Inhibitor of hydrogen peroxide resistance,9,9,1.0,1,2951,,,,624,624,624.0,ONMMKP_01782,IKCLMC_02156,PKJKAM_03384,ODDLKH_00859,LNHIMF_00401,AJBGEP_00393,HFCAGB_00395,GEGEGB_02620,BEJGEH_00383
group_1980,,ATP-dependent Clp protease proteolytic subunit,9,9,1.0,1,2950,,,,624,624,624.0,ONMMKP_01706,IKCLMC_02231,PKJKAM_03309,ODDLKH_00934,LNHIMF_00472,AJBGEP_00468,HFCAGB_00472,GEGEGB_02538,BEJGEH_00456
group_1978,,Secreted protein suppressor for copper-sensitivity C,9,9,1.0,1,2948,,,,624,624,624.0,ONMMKP_01023,IKCLMC_00636,PKJKAM_00649,ODDLKH_01516,LNHIMF_01145,AJBGEP_01112,HFCAGB_01161,GEGEGB_01905,BEJGEH_01017
lolB,lolB,Outer-membrane lipoprotein LolB,9,9,1.0,1,2945,,,,624,624,624.0,ONMMKP_00258,IKCLMC_04410,PKJKAM_04411,ODDLKH_02266,LNHIMF_01845,AJBGEP_01869,HFCAGB_01498,GEGEGB_01165,BEJGEH_01289
rcsA,rcsA,Transcriptional regulatory protein RcsA,9,9,1.0,1,2944,,,,624,624,624.0,ONMMKP_00048,IKCLMC_04190,PKJKAM_04193,ODDLKH_02471,LNHIMF_02052,AJBGEP_02079,HFCAGB_01234,GEGEGB_00960,BEJGEH_01085
group_1972,,Uracil phosphoribosyltransferase,9,9,1.0,1,2939,,,,627,627,627.0,ONMMKP_04331,IKCLMC_01303,PKJKAM_02783,ODDLKH_03003,LNHIMF_02631,AJBGEP_02671,HFCAGB_02771,GEGEGB_00391,BEJGEH_02527
group_1971,,Protein-L-isoaspartate O-methyltransferase,9,9,1.0,1,2938,,,,627,627,627.0,ONMMKP_03936,IKCLMC_03959,PKJKAM_02469,ODDLKH_03344,LNHIMF_02956,AJBGEP_03082,HFCAGB_03130,GEGEGB_02963,BEJGEH_02918
group_1970,,Ribosomal RNA large subunit methyltransferase E,9,9,1.0,1,2937,,,,627,627,627.0,ONMMKP_03536,IKCLMC_03574,PKJKAM_01749,ODDLKH_03729,LNHIMF_03338,AJBGEP_03466,HFCAGB_03520,GEGEGB_03379,BEJGEH_03316
yhhN,yhhN,YhhN family protein,9,9,1.0,1,2936,,,,627,627,627.0,ONMMKP_03264,IKCLMC_02834,PKJKAM_03806,ODDLKH_04014,LNHIMF_03609,AJBGEP_03753,HFCAGB_03808,GEGEGB_04163,BEJGEH_03604
group_1968,,Glutathione S-transferase,9,9,1.0,1,2934,,,,627,627,627.0,ONMMKP_01244,IKCLMC_01489,PKJKAM_01046,ODDLKH_01356,LNHIMF_00990,AJBGEP_00891,HFCAGB_00946,GEGEGB_02138,BEJGEH_00856
group_1966,,Dimethylsulfoxide reductase subunit B,9,9,1.0,1,2932,,,,630,630,630.0,ONMMKP_04301,IKCLMC_01274,PKJKAM_02753,ODDLKH_03032,LNHIMF_02661,AJBGEP_02701,HFCAGB_02804,GEGEGB_00356,BEJGEH_02557
group_1965,,HTH gntR-type domain-containing protein,9,9,1.0,1,2931,,,,630,630,630.0,ONMMKP_03474,IKCLMC_03511,PKJKAM_01685,ODDLKH_03792,LNHIMF_03402,AJBGEP_03529,HFCAGB_03584,GEGEGB_03443,BEJGEH_03380
group_1964,,Large ribosomal subunit protein uL3,9,9,1.0,1,2930,,,,630,630,630.0,ONMMKP_03391,IKCLMC_00141,PKJKAM_03935,ODDLKH_03877,LNHIMF_03485,AJBGEP_03613,HFCAGB_03669,GEGEGB_04288,BEJGEH_03463
group_1958,,ADP-ribose pyrophosphatase,9,9,1.0,1,2924,,,,633,633,633.0,ONMMKP_03644,IKCLMC_03688,PKJKAM_01903,ODDLKH_03613,LNHIMF_03228,AJBGEP_03353,HFCAGB_03409,GEGEGB_03260,BEJGEH_03202
group_1957,,Catabolite activator protein,9,9,1.0,1,2923,,,,633,633,633.0,ONMMKP_03365,IKCLMC_02945,PKJKAM_03909,ODDLKH_03903,LNHIMF_03511,AJBGEP_03639,HFCAGB_03694,GEGEGB_04261,BEJGEH_03489
torD,torD,Chaperone protein TorD,9,9,1.0,1,2922,,,,633,633,633.0,ONMMKP_03010,IKCLMC_02587,PKJKAM_03554,ODDLKH_04269,LNHIMF_03866,AJBGEP_04010,HFCAGB_04065,GEGEGB_03896,BEJGEH_03869
engB,engB,putative GTP-binding protein EngB,9,9,1.0,1,2921,,,,633,633,633.0,ONMMKP_02780,IKCLMC_00667,PKJKAM_01500,ODDLKH_04446,LNHIMF_04041,AJBGEP_04196,HFCAGB_04241,GEGEGB_03812,BEJGEH_04048
yahN,yahN,Uncharacterized membrane protein YahN,9,9,1.0,1,2919,,,,633,633,633.0,ONMMKP_01791,IKCLMC_02146,PKJKAM_03393,ODDLKH_00850,LNHIMF_00392,AJBGEP_00384,HFCAGB_00385,GEGEGB_02629,BEJGEH_00374
yajG,yajG,Lipoprotein YajG,9,9,1.0,1,2918,,,,633,633,633.0,ONMMKP_01709,IKCLMC_02228,PKJKAM_03312,ODDLKH_00931,LNHIMF_00469,AJBGEP_00465,HFCAGB_00469,GEGEGB_02541,BEJGEH_00453
fimZ,fimZ,DNA-binding response regulator,9,9,1.0,1,2917,,,,633,633,633.0,ONMMKP_01602,IKCLMC_02336,PKJKAM_03204,ODDLKH_01038,LNHIMF_00558,AJBGEP_00572,HFCAGB_00578,GEGEGB_02430,BEJGEH_00563
sgcE,sgcE,Protein SgcE,9,9,1.0,1,2916,,,,633,633,633.0,ONMMKP_00428,IKCLMC_04575,PKJKAM_04578,ODDLKH_02101,LNHIMF_01675,AJBGEP_01703,HFCAGB_01666,GEGEGB_01606,BEJGEH_01459
group_1954,,Phosphatidylglycerophosphatase C,9,9,1.0,1,2914,,,,636,636,636.0,ONMMKP_04257,IKCLMC_01230,PKJKAM_02707,ODDLKH_03076,LNHIMF_02703,AJBGEP_02745,HFCAGB_02849,GEGEGB_00310,BEJGEH_02604
yraR,yraR,Putative NAD(P)-binding protein YraR,9,9,1.0,1,2913,,,,636,636,636.0,ONMMKP_03564,IKCLMC_03603,PKJKAM_01778,ODDLKH_03698,LNHIMF_03310,AJBGEP_03433,HFCAGB_03489,GEGEGB_03351,BEJGEH_03285
mlaC,mlaC,Intermembrane phospholipid transport system binding protein MlaC,9,9,1.0,1,2912,,,,636,636,636.0,ONMMKP_03522,IKCLMC_03560,PKJKAM_01734,ODDLKH_03743,LNHIMF_03352,AJBGEP_03480,HFCAGB_03534,GEGEGB_03393,BEJGEH_03330
group_1953,,Formate dehydrogenase cytochrome b556(fdo) subunit,9,9,1.0,1,2911,,,,636,636,636.0,ONMMKP_02747,IKCLMC_00705,PKJKAM_01467,ODDLKH_04483,LNHIMF_04078,AJBGEP_04233,HFCAGB_04278,GEGEGB_03773,BEJGEH_04086
fabR,fabR,HTH-type transcriptional repressor FabR,9,9,1.0,1,2910,,,,636,636,636.0,ONMMKP_02656,IKCLMC_00799,PKJKAM_01373,ODDLKH_04577,LNHIMF_04165,AJBGEP_04327,HFCAGB_04376,GEGEGB_03680,BEJGEH_04178
comR,comR,TetR family copper-responsive transcriptional repressor ComR,9,9,1.0,1,2908,,,,636,636,636.0,ONMMKP_00921,IKCLMC_00884,PKJKAM_00550,ODDLKH_01618,LNHIMF_01253,AJBGEP_01214,HFCAGB_02082,GEGEGB_01800,BEJGEH_01880
group_1951,,Endonuclease III,9,9,1.0,1,2906,,,,636,636,636.0,ONMMKP_00594,IKCLMC_04740,PKJKAM_00201,ODDLKH_01933,LNHIMF_01503,AJBGEP_01535,HFCAGB_01824,GEGEGB_01395,BEJGEH_01632
group_1945,,Phosphoribosylglycinamide formyltransferase,9,9,1.0,1,2900,,,,639,639,639.0,ONMMKP_04329,IKCLMC_01301,PKJKAM_02781,ODDLKH_03005,LNHIMF_02633,AJBGEP_02673,HFCAGB_02773,GEGEGB_00389,BEJGEH_02529
group_1944,,DUF1007 domain-containing protein,9,9,1.0,1,2899,,,,639,639,639.0,ONMMKP_04275,IKCLMC_01248,PKJKAM_02727,ODDLKH_03058,LNHIMF_02685,AJBGEP_02727,HFCAGB_02831,GEGEGB_00328,BEJGEH_02583
group_1943,,3-oxo-tetronate 4-phosphate decarboxylase,9,9,1.0,1,2898,,,,639,639,639.0,ONMMKP_03946,IKCLMC_03969,PKJKAM_02479,ODDLKH_03334,LNHIMF_02946,AJBGEP_03072,HFCAGB_03120,GEGEGB_02953,BEJGEH_02905
group_1942,,Stringent starvation A-like protein,9,9,1.0,1,2897,,,,639,639,639.0,ONMMKP_03489,IKCLMC_03527,PKJKAM_01701,ODDLKH_03776,LNHIMF_03386,AJBGEP_03513,HFCAGB_03568,GEGEGB_03427,BEJGEH_03364
yjbF,yjbF,Uncharacterized lipoprotein YjbF,9,9,1.0,1,2896,,,,639,639,639.0,ONMMKP_02561,IKCLMC_01056,PKJKAM_01313,ODDLKH_00083,LNHIMF_04239,AJBGEP_04422,HFCAGB_04453,GEGEGB_04355,BEJGEH_04277
msrA,msrA,Peptide methionine sulfoxide reductase MsrA,9,9,1.0,1,2895,,,,639,639,639.0,ONMMKP_02377,IKCLMC_03420,PKJKAM_02312,ODDLKH_00279,LNHIMF_04495,AJBGEP_04606,HFCAGB_04636,GEGEGB_04698,BEJGEH_04476
group_1941,,hypothetical protein,9,9,1.0,1,2894,,,,639,639,639.0,ONMMKP_01017,IKCLMC_00642,PKJKAM_00643,ODDLKH_01522,LNHIMF_01151,AJBGEP_01118,HFCAGB_01167,GEGEGB_01899,BEJGEH_01023
lpoB,lpoB,Penicillin-binding protein activator LpoB,9,9,1.0,1,2893,,,,639,639,639.0,ONMMKP_00927,IKCLMC_00878,PKJKAM_00556,ODDLKH_01612,LNHIMF_01247,AJBGEP_01208,HFCAGB_02088,GEGEGB_01807,BEJGEH_01886
group_1940,,Leucine efflux protein,9,9,1.0,1,2892,,,,639,639,639.0,ONMMKP_00862,IKCLMC_04928,PKJKAM_00491,ODDLKH_01743,LNHIMF_01315,AJBGEP_01346,HFCAGB_02022,GEGEGB_01210,BEJGEH_01819
ssrB,ssrB,DNA-binding response regulator,9,9,1.0,1,2891,,,,639,639,639.0,ONMMKP_00658,IKCLMC_04804,PKJKAM_00842,ODDLKH_01868,LNHIMF_01439,AJBGEP_01471,HFCAGB_01889,GEGEGB_01332,BEJGEH_01695
group_1939,,Outer membrane protein W,9,9,1.0,1,2890,,,,639,639,639.0,ONMMKP_00303,IKCLMC_04455,PKJKAM_04456,ODDLKH_02220,LNHIMF_01800,AJBGEP_01824,HFCAGB_01543,GEGEGB_01734,BEJGEH_01333
group_1937,,Uridine kinase,9,9,1.0,1,2886,,,,642,642,642.0,ONMMKP_04715,IKCLMC_01901,PKJKAM_04044,ODDLKH_02616,LNHIMF_02264,AJBGEP_02283,HFCAGB_02383,GEGEGB_00793,BEJGEH_02142
group_1936,,Orotate phosphoribosyltransferase,9,9,1.0,1,2885,,,,642,642,642.0,ONMMKP_03096,IKCLMC_02668,PKJKAM_03640,ODDLKH_04179,LNHIMF_03767,AJBGEP_03919,HFCAGB_03976,GEGEGB_03994,BEJGEH_03772
group_1935,,Octanoyltransferase,9,9,1.0,1,2884,,,,642,642,642.0,ONMMKP_01517,IKCLMC_02477,PKJKAM_00402,ODDLKH_01125,LNHIMF_00779,AJBGEP_00659,HFCAGB_00727,GEGEGB_02347,BEJGEH_00645
group_1934,,Thymidylate kinase,9,9,1.0,1,2883,,,,642,642,642.0,ONMMKP_00934,IKCLMC_00871,PKJKAM_00563,ODDLKH_01605,LNHIMF_01240,AJBGEP_01201,HFCAGB_02095,GEGEGB_01815,BEJGEH_01893
hflD,hflD,high frequency lysogenization protein HflD,9,9,1.0,1,2882,,,,642,642,642.0,ONMMKP_00901,IKCLMC_00904,PKJKAM_00530,ODDLKH_01638,LNHIMF_01273,AJBGEP_01236,HFCAGB_02062,GEGEGB_01780,BEJGEH_01860
group_1933,,Riboflavin synthase,9,9,1.0,1,2881,,,,642,642,642.0,ONMMKP_00623,IKCLMC_04769,PKJKAM_00807,ODDLKH_01904,LNHIMF_01474,AJBGEP_01506,HFCAGB_01854,GEGEGB_01367,BEJGEH_01660
kdgA,kdgA,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,9,9,1.0,1,2880,,,,642,642,642.0,ONMMKP_00145,IKCLMC_04290,PKJKAM_04290,ODDLKH_02374,LNHIMF_01956,AJBGEP_01980,HFCAGB_01330,GEGEGB_01056,BEJGEH_01181
group_1931,,Maleylacetoacetate isomerase,9,9,1.0,1,2878,,,,645,645,645.0,ONMMKP_04650,IKCLMC_01836,PKJKAM_03966,ODDLKH_02674,LNHIMF_02320,AJBGEP_02340,HFCAGB_02441,GEGEGB_00724,BEJGEH_02210
group_1930,,Glutathione transferase,9,9,1.0,1,2877,,,,645,645,645.0,ONMMKP_04486,IKCLMC_01672,PKJKAM_02938,ODDLKH_02849,LNHIMF_02479,AJBGEP_02515,HFCAGB_02608,GEGEGB_00556,BEJGEH_02371
group_1929,,hypothetical protein,9,9,1.0,1,2876,,,,645,645,645.0,ONMMKP_03614,IKCLMC_03658,PKJKAM_01833,ODDLKH_03643,LNHIMF_03260,AJBGEP_03383,HFCAGB_03439,GEGEGB_03290,BEJGEH_03235
group_1928,,DUF4310 domain-containing protein,9,9,1.0,1,2875,,,,645,645,645.0,ONMMKP_02343,IKCLMC_03404,PKJKAM_02277,ODDLKH_00313,LNHIMF_04511,AJBGEP_04641,HFCAGB_04652,GEGEGB_04714,BEJGEH_04510
ytjB,ytjB,YtjB family periplasmic protein,9,9,1.0,1,2874,,,,645,645,645.0,ONMMKP_02201,IKCLMC_03252,PKJKAM_02147,ODDLKH_00452,LNHIMF_04629,AJBGEP_04780,HFCAGB_04802,GEGEGB_04863,BEJGEH_04669
group_1926,,Adenylate kinase,9,9,1.0,1,2872,,,,645,645,645.0,ONMMKP_01666,IKCLMC_02272,PKJKAM_03268,ODDLKH_00974,LNHIMF_00513,AJBGEP_00508,HFCAGB_00513,GEGEGB_02495,BEJGEH_00500
narP,narP,Nitrate/nitrite response regulator protein NarP,9,9,1.0,1,2869,,,,648,648,648.0,ONMMKP_04589,IKCLMC_01777,PKJKAM_03040,ODDLKH_02745,LNHIMF_02375,AJBGEP_02411,HFCAGB_02503,GEGEGB_00663,BEJGEH_02267
group_1923,,GSH-dependent disulfide bond oxidoreductase,9,9,1.0,1,2868,,,,648,648,648.0,ONMMKP_04485,IKCLMC_01671,PKJKAM_02937,ODDLKH_02850,LNHIMF_02480,AJBGEP_02516,HFCAGB_02609,GEGEGB_00555,BEJGEH_02372
group_1922,,L-fuculose phosphate aldolase,9,9,1.0,1,2867,,,,648,648,648.0,ONMMKP_03881,IKCLMC_03910,PKJKAM_02415,ODDLKH_03393,LNHIMF_03006,AJBGEP_03131,HFCAGB_03186,GEGEGB_03022,BEJGEH_02974
gpmB,gpmB,putative phosphoglycerate mutase GpmB,9,9,1.0,1,2866,,,,648,648,648.0,ONMMKP_02193,IKCLMC_03244,PKJKAM_02139,ODDLKH_00460,LNHIMF_04637,AJBGEP_04788,HFCAGB_04810,GEGEGB_04871,BEJGEH_04677
group_1921,,Metallo-beta-lactamase domain-containing protein,9,9,1.0,1,2865,,,,648,648,648.0,ONMMKP_01147,IKCLMC_01585,PKJKAM_00140,ODDLKH_01452,LNHIMF_01084,AJBGEP_00989,HFCAGB_01041,GEGEGB_02040,BEJGEH_00954
yceH,yceH,UPF0502 protein YceH,9,9,1.0,1,2864,,,,648,648,648.0,ONMMKP_00967,IKCLMC_00838,PKJKAM_00591,ODDLKH_01572,LNHIMF_01201,AJBGEP_01168,HFCAGB_02129,GEGEGB_01848,BEJGEH_01925
ssaR,ssaR,SPI-2 type III secretion system export apparatus protein SsaR,9,9,1.0,1,2863,,,,648,648,648.0,ONMMKP_00630,IKCLMC_04776,PKJKAM_00814,ODDLKH_01897,LNHIMF_01467,AJBGEP_01499,HFCAGB_01861,GEGEGB_01360,BEJGEH_01667
